FID IID phenotype
1751 1751_0 0.396471438743609
1751 1751_1 -0.885504867934739
1752 1752_0 -1.36498272472844
1752 1752_1 -0.293852392013571
1753 1753_0 -0.770184788114033
1753 1753_1 -1.1535807125514
1754 1754_0 -3.45383873522886
1754 1754_1 -3.38685346129598
1755 1755_0 0.708885588652265
1755 1755_1 0.752467442656685
1756 1756_0 -1.26794186036428
1756 1756_1 -0.629941348939512
1757 1757_0 -0.887561690079393
1757 1757_1 0.062028244187177
1758 1758_0 -0.534926238111094
1758 1758_1 -1.40725321481419
1759 1759_0 -1.69994463892346
1759 1759_1 -1.24000890418794
176 176_0 -1.3112826489027
176 176_1 -0.760722062627499
1760 1760_0 -2.05021373850232
1760 1760_1 -2.55223824388001
1761 1761_0 -1.61991734647724
1761 1761_1 -1.95524848429605
1762 1762_0 -1.31575982849081
1762 1762_1 -1.12254908034339
1763 1763_0 -1.32979987122816
1763 1763_1 -1.46577018948689
1764 1764_0 -0.734357768510425
1764 1764_1 1.03089165697866
1765 1765_0 -0.319807375754875
1765 1765_1 0.117153285446873
1766 1766_0 -3.16302276285119
1766 1766_1 -2.4885089433862
1767 1767_0 -0.873592176056311
1767 1767_1 -1.28078957425882
1768 1768_0 -1.14051994084157
1768 1768_1 -0.039024231587001
1769 1769_0 -0.533643422353355
1769 1769_1 -1.01424623318353
177 177_0 -0.400634141949883
177 177_1 -1.32253593621114
1770 1770_0 -2.08673163456878
1770 1770_1 -1.87479084544814
1771 1771_0 -2.14714406150246
1771 1771_1 -1.08508842162262
1772 1772_0 -2.50469960871144
1772 1772_1 -1.71370636095272
1773 1773_0 -2.93222700392052
1773 1773_1 -2.38024158233241
1774 1774_0 -0.320583326927479
1774 1774_1 -0.0047005925716187
1775 1775_0 -1.78409551596076
1775 1775_1 -1.54100435417538
1776 1776_0 -0.963868920396825
1776 1776_1 -0.646235186176513
1777 1777_0 -2.0037544008378
1777 1777_1 -0.144745129236623
1778 1778_0 -0.24352017233804
1778 1778_1 -0.17470590618475
1779 1779_0 -0.393161688338398
1779 1779_1 -0.970574529249937
178 178_0 -0.318655901543204
178 178_1 -0.958203016428464
1780 1780_0 -1.09338646340249
1780 1780_1 -1.95836676213511
1781 1781_0 -1.94803050215949
1781 1781_1 -1.30047135056435
1782 1782_0 -0.890955441049108
1782 1782_1 -0.880286454929171
1783 1783_0 -0.529120433271218
1783 1783_1 -1.46086178279716
1784 1784_0 -0.110566883531768
1784 1784_1 -0.0988193363938771
1785 1785_0 -0.921898187261955
1785 1785_1 -2.6949376972942
1786 1786_0 -2.84664351875115
1786 1786_1 -3.18029845264321
1787 1787_0 -0.917058236898433
1787 1787_1 -0.961802084502106
1788 1788_0 -0.638978994633463
1788 1788_1 -0.802193906609654
1789 1789_0 -1.34431450258567
1789 1789_1 -0.337223090834147
179 179_0 -1.59479806828572
179 179_1 -1.85114167412035
1790 1790_0 -0.987660874249919
1790 1790_1 -0.0905682986419501
1791 1791_0 -1.66394526402645
1791 1791_1 -1.09187449995417
1792 1792_0 0.554650816018878
1792 1792_1 1.4969551539815
1793 1793_0 -0.054291622869972
1793 1793_1 0.0991383866888871
1794 1794_0 -0.60199527739002
1794 1794_1 -0.433937215987695
1795 1795_0 1.00025188498891
1795 1795_1 0.449386441204646
1796 1796_0 -1.9125198960251
1796 1796_1 -0.9552805785727
1797 1797_0 -2.62853458827857
1797 1797_1 -3.11357682260717
1798 1798_0 -0.231398833192201
1798 1798_1 -0.618229778727533
1799 1799_0 0.984122007266542
1799 1799_1 0.19035359395339
18 18_0 -1.70947059236294
18 18_1 -1.12183461587404
180 180_0 0.795977537519819
180 180_1 -0.424229735374144
1800 1800_0 -1.00055488550684
1800 1800_1 -1.05391625093159
1801 1801_0 -1.84883444362062
1801 1801_1 -2.08590106053411
1802 1802_0 -2.10113355607477
1802 1802_1 0.137802670055739
1803 1803_0 -0.0755503506970986
1803 1803_1 -1.30306690995012
1804 1804_0 -1.6458000739875
1804 1804_1 -0.933555896144092
1805 1805_0 -0.334356813181876
1805 1805_1 -0.291725333072203
1806 1806_0 -2.2175847382724
1806 1806_1 -1.98240896570931
1807 1807_0 -0.936786381077538
1807 1807_1 -1.05233023600842
1808 1808_0 -3.03379023256432
1808 1808_1 -2.1879483459613
1809 1809_0 -3.06304330240043
1809 1809_1 -2.22590898303206
181 181_0 -1.18150412376259
181 181_1 -1.64588736212
1810 1810_0 -1.08343058727384
1810 1810_1 -2.63930486227486
1811 1811_0 -1.09075018941564
1811 1811_1 -1.50186387867339
1812 1812_0 -1.3120045095729
1812 1812_1 -0.98680052881305
1813 1813_0 -0.118501513831614
1813 1813_1 -0.247510896500242
1814 1814_0 -1.33041788898188
1814 1814_1 -1.99815693815808
1815 1815_0 0.563790615357064
1815 1815_1 -0.17442326796984
1816 1816_0 -2.57259353469735
1816 1816_1 -2.35626491835015
1817 1817_0 -0.387428804384449
1817 1817_1 -0.598916234557799
1818 1818_0 -1.3803956324579
1818 1818_1 -1.85806114614463
1819 1819_0 -1.73666191980448
1819 1819_1 -1.67647675023359
182 182_0 -0.364618036858786
182 182_1 -1.07677067649725
1820 1820_0 -0.950284889933547
1820 1820_1 -1.2156490290401
1821 1821_0 -0.694776349332223
1821 1821_1 -0.120725883370682
1822 1822_0 -2.71887896939261
1822 1822_1 0.234599446637852
1823 1823_0 -0.594029763229298
1823 1823_1 -1.59693848877684
1824 1824_0 -0.777038850876285
1824 1824_1 -1.92729308635099
1825 1825_0 -0.557019797977586
1825 1825_1 -2.09693203494082
1826 1826_0 -0.842678898669814
1826 1826_1 -0.902628913560658
1827 1827_0 0.868345079030169
1827 1827_1 0.593991249914788
1828 1828_0 -2.51198313976368
1828 1828_1 -1.18293309402512
1829 1829_0 0.0486000176010167
1829 1829_1 -2.07342241687298
183 183_0 -2.04449964096585
183 183_1 -2.02746392537236
1830 1830_0 -0.60066692932008
1830 1830_1 -1.13655801017838
1831 1831_0 -1.12314945266191
1831 1831_1 0.0347776917073276
1832 1832_0 -0.99177666464295
1832 1832_1 -1.03216558300195
1833 1833_0 -0.730253586181383
1833 1833_1 -0.819365638086375
1834 1834_0 -1.08145153969416
1834 1834_1 -1.63913818305016
1835 1835_0 0.158265596728996
1835 1835_1 -1.08464607760866
1836 1836_0 -1.45873515893715
1836 1836_1 -0.722379699544804
1837 1837_0 -1.36848760774905
1837 1837_1 -1.77322809043023
1838 1838_0 -1.29377372434299
1838 1838_1 0.128860014516908
1839 1839_0 -1.37527476425444
1839 1839_1 -1.36561098854902
184 184_0 0.714227030120375
184 184_1 -0.721520797170541
1840 1840_0 -1.496335817
1840 1840_1 -1.77144564703165
1841 1841_0 -1.86354688469833
1841 1841_1 -2.46459569416151
1842 1842_0 1.49108120749194
1842 1842_1 1.62688564655441
1843 1843_0 -1.82516655839756
1843 1843_1 0.0505267319909715
1844 1844_0 -1.11129303968189
1844 1844_1 -0.674862801158027
1845 1845_0 -1.45041464342541
1845 1845_1 -1.91087713703084
1846 1846_0 -1.37468885845898
1846 1846_1 -1.62977224234108
1847 1847_0 -3.02607986244043
1847 1847_1 -2.81996020881504
1848 1848_0 -1.14118808197943
1848 1848_1 -0.20104210864086
1849 1849_0 -0.254882531592353
1849 1849_1 -1.34817116590804
185 185_0 0.722632469793001
185 185_1 -2.20683338258292
1850 1850_0 -2.28663364573939
1850 1850_1 -1.49220193109294
1851 1851_0 -0.780614282268724
1851 1851_1 -1.19555056819247
1852 1852_0 -1.63187407005047
1852 1852_1 -2.08039843019354
1853 1853_0 -0.709787192945348
1853 1853_1 -2.20552049003209
1854 1854_0 -1.27751240076231
1854 1854_1 -1.59791005370917
1855 1855_0 -2.23713481993799
1855 1855_1 -1.04242267859268
1856 1856_0 -2.88637168186983
1856 1856_1 -1.66984333921367
1857 1857_0 -0.795986410989559
1857 1857_1 -1.39027381981268
1858 1858_0 -2.33884976907104
1858 1858_1 -2.00916588592501
1859 1859_0 -2.72875775296405
1859 1859_1 -1.74814888460461
186 186_0 -1.24177131890545
186 186_1 -2.85686619435322
1860 1860_0 -0.533017817318259
1860 1860_1 0.32953536100163
1861 1861_0 -1.17962009878081
1861 1861_1 -1.04675210548472
1862 1862_0 -3.70432237438794
1862 1862_1 -3.86495745114447
1863 1863_0 -2.28971430145487
1863 1863_1 -2.79816292695046
1864 1864_0 -0.964841531105562
1864 1864_1 -0.572841648355257
1865 1865_0 -0.0490397987213719
1865 1865_1 0.182061267128633
1866 1866_0 0.0785633495535879
1866 1866_1 -0.406084854927811
1867 1867_0 -2.42090221916493
1867 1867_1 -0.719312233859875
1868 1868_0 0.148801464587842
1868 1868_1 0.050889113004006
1869 1869_0 0.106854300241529
1869 1869_1 -0.586643721231045
187 187_0 -0.161865916169895
187 187_1 -0.997578237898985
1870 1870_0 -0.365126934452659
1870 1870_1 -1.18554142958874
1871 1871_0 -1.08786535465249
1871 1871_1 -1.2370238708747
1872 1872_0 -2.53972069616157
1872 1872_1 -1.57529858067367
1873 1873_0 -0.872918170676677
1873 1873_1 -0.636861740160616
1874 1874_0 -0.51888397308594
1874 1874_1 -0.436003613485313
1875 1875_0 -2.7584697676621
1875 1875_1 -1.37551805194594
1876 1876_0 -1.9796350146763
1876 1876_1 -2.55365988074406
1877 1877_0 -1.13261179015989
1877 1877_1 -0.184343419438252
1878 1878_0 -1.03717462097606
1878 1878_1 -1.6251330223687
1879 1879_0 -1.88336371686289
1879 1879_1 -1.09276327802796
188 188_0 -0.846743477041508
188 188_1 -1.2221901443627
1880 1880_0 -0.782531281316771
1880 1880_1 -2.5125607691817
1881 1881_0 -0.600932154695312
1881 1881_1 -1.44081136749062
1882 1882_0 -4.11256984963631
1882 1882_1 -3.75830791170636
1883 1883_0 -0.903755660774181
1883 1883_1 -0.332345675619606
1884 1884_0 -0.570455948173976
1884 1884_1 -0.519549931270462
1885 1885_0 -1.68941296506194
1885 1885_1 -0.733274910205195
1886 1886_0 -4.00290153019062
1886 1886_1 -2.7495207723313
1887 1887_0 -1.04799352413488
1887 1887_1 -1.42668620820431
1888 1888_0 -0.655850822669059
1888 1888_1 -1.43858014798031
1889 1889_0 -0.584094678878966
1889 1889_1 -2.03496680330542
189 189_0 -1.33754266126016
189 189_1 -1.2408587607997
1890 1890_0 -1.71089380261386
1890 1890_1 -1.60406342415954
1891 1891_0 -2.25072224726955
1891 1891_1 -2.06654027452792
1892 1892_0 -1.99404328401887
1892 1892_1 -1.53811952480006
1893 1893_0 -2.78628695806716
1893 1893_1 -1.54470966833625
1894 1894_0 -1.20127563707782
1894 1894_1 -1.08424904005383
1895 1895_0 -0.855163415590133
1895 1895_1 -0.415876756572798
1896 1896_0 1.07783706068652
1896 1896_1 0.0162957896338879
1897 1897_0 -1.19308772936869
1897 1897_1 -0.513483868672531
1898 1898_0 -2.39408730218923
1898 1898_1 -2.30218009669956
1899 1899_0 0.255901486654888
1899 1899_1 0.701302960319367
19 19_0 -2.25079641246215
19 19_1 -3.11441253730575
190 190_0 -1.96363811386625
190 190_1 -2.74888417511482
1900 1900_0 0.239706077816137
1900 1900_1 0.391900028539425
1901 1901_0 -0.804230651529265
1901 1901_1 -1.88439462743392
1902 1902_0 -1.86788807032431
1902 1902_1 -0.525504362111056
1903 1903_0 -1.89700667631728
1903 1903_1 -1.89466434670761
1904 1904_0 0.227896971103782
1904 1904_1 -0.620814614317052
1905 1905_0 0.437300586206204
1905 1905_1 -1.37226902463849
1906 1906_0 -2.53123307659027
1906 1906_1 -2.12206003723395
1907 1907_0 -1.83466358262855
1907 1907_1 -0.733191767239059
1908 1908_0 -1.35100650237429
1908 1908_1 1.01634086456294
1909 1909_0 -2.53030415249241
1909 1909_1 -2.67797973696465
191 191_0 -3.15644436197385
191 191_1 -2.40039013709641
1910 1910_0 -0.484697022984251
1910 1910_1 -0.795617408265811
1911 1911_0 -0.688430525507459
1911 1911_1 -2.32664198046337
1912 1912_0 -1.40820101303326
1912 1912_1 -0.989616099730621
1913 1913_0 -0.396592782525729
1913 1913_1 -0.327682732228481
1914 1914_0 -2.47720507455231
1914 1914_1 -1.86251495606562
1915 1915_0 -0.312876292132934
1915 1915_1 -0.839726880250591
1916 1916_0 -1.92494383411771
1916 1916_1 -2.02066004749474
1917 1917_0 -0.65732215212171
1917 1917_1 -0.253901934504253
1918 1918_0 -1.76764690035639
1918 1918_1 -1.61084866286942
1919 1919_0 -0.589029190343406
1919 1919_1 -1.42391855443056
192 192_0 -0.941306657007037
192 192_1 0.364121358294595
1920 1920_0 -1.61451896102544
1920 1920_1 -1.06664945738991
1921 1921_0 -0.436784662325906
1921 1921_1 0.642275589647223
1922 1922_0 -0.86786922883413
1922 1922_1 -1.2866862555418
1923 1923_0 -0.340248084954033
1923 1923_1 -1.72177600905429
1924 1924_0 -1.15020852460325
1924 1924_1 -0.588976161047271
1925 1925_0 -0.965153640573694
1925 1925_1 0.198344184464236
1926 1926_0 -1.40231898854125
1926 1926_1 -0.583270711553093
1927 1927_0 -1.23904090277954
1927 1927_1 -0.759751399730609
1928 1928_0 -1.09384720870223
1928 1928_1 -2.66980028543155
1929 1929_0 -1.03248295662113
1929 1929_1 -1.17004428122789
193 193_0 0.070728227026847
193 193_1 0.28414103284321
1930 1930_0 1.70518407280863
1930 1930_1 0.893177972457692
1931 1931_0 -1.58327616466005
1931 1931_1 -1.44962130444645
1932 1932_0 -2.84481357583019
1932 1932_1 -3.04832223306658
1933 1933_0 -0.884212118873378
1933 1933_1 -0.773328481907266
1934 1934_0 -3.45067694815774
1934 1934_1 -2.29318481360095
1935 1935_0 -0.652764666566059
1935 1935_1 -1.30021474335885
1936 1936_0 -1.27070567890921
1936 1936_1 -1.22399136509109
1937 1937_0 -1.40849056700122
1937 1937_1 -0.164637601537648
1938 1938_0 -1.9166908611836
1938 1938_1 -1.09644282279322
1939 1939_0 -0.521197753765686
1939 1939_1 -0.626982517129071
194 194_0 -2.12468279578983
194 194_1 -2.72191174466708
1940 1940_0 -2.69680678542625
1940 1940_1 -2.17532141451189
1941 1941_0 -0.160983220534673
1941 1941_1 0.00207351147974588
1942 1942_0 1.54791838692415
1942 1942_1 1.68993267218001
1943 1943_0 -1.56627689829195
1943 1943_1 -1.32910358609699
1944 1944_0 0.96353104975027
1944 1944_1 0.289705620406988
1945 1945_0 -0.907510329889962
1945 1945_1 -1.59606852207545
1946 1946_0 -1.48382715308227
1946 1946_1 -0.314719665050095
1947 1947_0 -1.49906480663822
1947 1947_1 -1.29176043287888
1948 1948_0 -1.60280630093293
1948 1948_1 -0.554337746099904
1949 1949_0 -0.899614293480226
1949 1949_1 -0.901741082568203
195 195_0 -2.73996277785701
195 195_1 -1.74979942139219
1950 1950_0 -1.17841702482996
1950 1950_1 -3.30853969737702
1951 1951_0 -2.51964583571892
1951 1951_1 -2.80198966859606
1952 1952_0 -1.98868851757488
1952 1952_1 -2.65392089929117
1953 1953_0 0.241557558216951
1953 1953_1 -1.57554156611014
1954 1954_0 -0.432680856249069
1954 1954_1 -0.354711254227782
1955 1955_0 -2.41227426876888
1955 1955_1 -3.405819662386
1956 1956_0 -1.20700023787582
1956 1956_1 -0.737182121817475
1957 1957_0 -0.859485774414446
1957 1957_1 -2.30388649310799
1958 1958_0 -1.95142051422334
1958 1958_1 -1.5602703033768
1959 1959_0 -1.41122676725952
1959 1959_1 -1.25846147367467
196 196_0 -2.71306489987442
196 196_1 -3.6013736741483
1960 1960_0 -1.45490034632896
1960 1960_1 -1.67230232681898
1961 1961_0 -0.823114307628477
1961 1961_1 -0.430349400145641
1962 1962_0 -0.0448024139602383
1962 1962_1 -1.27864262102628
1963 1963_0 -1.24154499345139
1963 1963_1 -1.53734548959485
1964 1964_0 -1.80708561889338
1964 1964_1 -0.783437433262066
1965 1965_0 -3.15556274154866
1965 1965_1 -3.78090255928499
1966 1966_0 -0.62256832276898
1966 1966_1 -0.601405024657496
1967 1967_0 -1.32444111859929
1967 1967_1 -0.314139246610396
1968 1968_0 -0.282215288472795
1968 1968_1 -0.732435035171653
1969 1969_0 -1.22136689536678
1969 1969_1 -1.47166996400341
197 197_0 -0.383570773644372
197 197_1 -0.996529762637166
1970 1970_0 -1.75541604910068
1970 1970_1 -1.81575808705979
1971 1971_0 -1.41698447617964
1971 1971_1 -1.40237692235102
1972 1972_0 -2.28657055817591
1972 1972_1 -0.499663040782247
1973 1973_0 -0.145025685825059
1973 1973_1 0.00392033470112715
1974 1974_0 -0.678600648539382
1974 1974_1 -0.161892267211389
1975 1975_0 -2.6332605642355
1975 1975_1 -1.82751164883596
1976 1976_0 0.0976716693039894
1976 1976_1 -0.10133430094353
1977 1977_0 -1.68550348517273
1977 1977_1 -1.82119913375428
1978 1978_0 -0.923557300679422
1978 1978_1 -0.403759147095561
1979 1979_0 -0.121387617428468
1979 1979_1 0.809058481678406
198 198_0 0.420717879027191
198 198_1 1.01097770861
1980 1980_0 -2.10629109194831
1980 1980_1 -2.49220038956667
1981 1981_0 -1.07594154945629
1981 1981_1 -1.91347749609603
1982 1982_0 -0.661814473320822
1982 1982_1 -1.7710668114032
1983 1983_0 -0.844889807624016
1983 1983_1 -0.938153733386942
1984 1984_0 -2.02723188097178
1984 1984_1 -2.35010867029737
1985 1985_0 -0.768125949598302
1985 1985_1 -0.585187180272592
1986 1986_0 -3.25275189631481
1986 1986_1 -2.7088084428365
1987 1987_0 -2.69579680769609
1987 1987_1 -2.46025398607757
1988 1988_0 -1.25375460879402
1988 1988_1 -1.03833837884106
1989 1989_0 -1.35268327331379
1989 1989_1 -0.297760382625925
199 199_0 -2.05413863089306
199 199_1 -1.82429823197334
1990 1990_0 -1.54484450521735
1990 1990_1 -1.43414130906357
1991 1991_0 -1.87210653601696
1991 1991_1 -1.17086333253625
1992 1992_0 -1.51022333313022
1992 1992_1 -2.10758488219302
1993 1993_0 -0.911332827265295
1993 1993_1 -1.66509239504957
1994 1994_0 -0.189635694687059
1994 1994_1 -2.75196126474514
1995 1995_0 -3.07586868112807
1995 1995_1 -1.8739238612106
1996 1996_0 -0.811799616989556
1996 1996_1 -1.0683047240654
1997 1997_0 -0.990945832944521
1997 1997_1 -1.84827417560081
1998 1998_0 0.0121541791377816
1998 1998_1 -0.677490733616896
1999 1999_0 -0.706388492051397
1999 1999_1 -0.527109662503596
2 2_0 -0.801546884990889
2 2_1 -0.286496734027887
20 20_0 0.159566170475145
20 20_1 0.117766233862665
200 200_0 -2.49706087223017
200 200_1 -1.42629791803924
2000 2000_0 -0.778327249493275
2000 2000_1 -0.540541242430191
2001 2001_0 -0.428279494080346
2001 2001_1 -0.83656161298801
2002 2002_0 -0.0849863246766865
2002 2002_1 -0.410271493566651
2003 2003_0 0.895437670685411
2003 2003_1 0.600391461499505
2004 2004_0 -0.162110824639916
2004 2004_1 -0.999282391655921
2005 2005_0 -0.594603897172866
2005 2005_1 -0.524592549848522
2006 2006_0 -1.11294827608206
2006 2006_1 -1.20867516254676
2007 2007_0 -0.814728553679387
2007 2007_1 0.203063975767318
2008 2008_0 -0.0765702844595859
2008 2008_1 0.483616521959473
2009 2009_0 -1.56864086538241
2009 2009_1 -1.68222637120762
201 201_0 -0.614947944839049
201 201_1 -1.49484410329605
2010 2010_0 -0.894645900974981
2010 2010_1 -0.462620156530167
2011 2011_0 -2.13186157757308
2011 2011_1 -2.07702540429721
2012 2012_0 -2.72527358300017
2012 2012_1 -1.70964203602851
2013 2013_0 -2.15106651529136
2013 2013_1 -2.28535286200557
2014 2014_0 -2.49985909918631
2014 2014_1 -2.51007881852888
2015 2015_0 -0.204262907703479
2015 2015_1 -0.43865676477361
2016 2016_0 -0.708957431558861
2016 2016_1 -0.858256817348168
2017 2017_0 0.114397440601902
2017 2017_1 0.379479846930594
2018 2018_0 0.450174695241662
2018 2018_1 -1.30647135647016
2019 2019_0 -0.270312619881645
2019 2019_1 -0.92347303700125
202 202_0 0.140649230807077
202 202_1 -0.0566457606594162
2020 2020_0 -1.2519576326798
2020 2020_1 -1.48827001598517
2021 2021_0 -1.1571058702652
2021 2021_1 -2.74321770308027
2022 2022_0 -1.30279487446656
2022 2022_1 -1.19644573289639
2023 2023_0 -2.25844301821702
2023 2023_1 -2.48334480115712
2024 2024_0 -0.206420870066886
2024 2024_1 -1.50105791234632
2025 2025_0 -0.313700559838459
2025 2025_1 -1.21912756132918
2026 2026_0 -1.66642362060343
2026 2026_1 -1.88445763293023
2027 2027_0 0.473586659011667
2027 2027_1 -0.571824564750327
2028 2028_0 -2.57173066135346
2028 2028_1 -1.03538606870569
2029 2029_0 -2.05857044993969
2029 2029_1 -1.08982110332585
203 203_0 -1.11684079618571
203 203_1 -0.759813755108307
2030 2030_0 -1.3756530496922
2030 2030_1 -1.52516939620323
2031 2031_0 -1.85726856320427
2031 2031_1 -0.44744832546508
2032 2032_0 -0.609674788039849
2032 2032_1 -0.212396014945997
2033 2033_0 -2.20856574427032
2033 2033_1 -1.84002484392097
2034 2034_0 -2.09346505462618
2034 2034_1 -0.963807201300867
2035 2035_0 0.791961636376634
2035 2035_1 0.204556449066034
2036 2036_0 -2.72270631345553
2036 2036_1 -2.35830926121703
2037 2037_0 -0.284980641164781
2037 2037_1 -0.374630693756274
2038 2038_0 -0.77401499135508
2038 2038_1 -1.19422922508138
2039 2039_0 -2.03262761586313
2039 2039_1 -3.51309356456952
204 204_0 -2.14553205396348
204 204_1 -2.28918729607583
2040 2040_0 0.421227650885674
2040 2040_1 0.138291175532452
2041 2041_0 -0.960420305877133
2041 2041_1 -0.563678728987051
2042 2042_0 -0.76039868175673
2042 2042_1 -0.302833942789531
2043 2043_0 -1.78625258712902
2043 2043_1 -0.451549460549627
2044 2044_0 -0.3194270192823
2044 2044_1 -0.419091001938324
2045 2045_0 -0.964754150850454
2045 2045_1 -2.5115418499433
2046 2046_0 -0.793898478573579
2046 2046_1 -0.800988490792022
2047 2047_0 -1.84871490775609
2047 2047_1 -1.92643695914427
2048 2048_0 -1.18712318212242
2048 2048_1 -2.14855987874353
2049 2049_0 -0.756714321080238
2049 2049_1 -0.33918445899522
205 205_0 -1.33504103556193
205 205_1 -1.32228093477409
2050 2050_0 -2.39605382936476
2050 2050_1 -2.53605547494476
2051 2051_0 -1.86674227026389
2051 2051_1 -1.85750110743438
2052 2052_0 1.36612153418451
2052 2052_1 1.13820864948553
2053 2053_0 -0.556034211823575
2053 2053_1 -0.486707252585377
2054 2054_0 -1.86863161241348
2054 2054_1 -2.51561847859262
2055 2055_0 -0.120561033551871
2055 2055_1 -1.97090905218726
2056 2056_0 -2.75776490950855
2056 2056_1 -2.85809450125141
2057 2057_0 -1.50649328852856
2057 2057_1 -2.49738063690767
2058 2058_0 -0.945980239332801
2058 2058_1 -1.68161310830472
2059 2059_0 -0.392915159445393
2059 2059_1 0.296071243542948
206 206_0 0.247556434419045
206 206_1 -0.287034412883925
2060 2060_0 -1.30453833999011
2060 2060_1 -0.60503396627955
2061 2061_0 -1.2745012232569
2061 2061_1 -1.29133678991996
2062 2062_0 -1.81555297359524
2062 2062_1 -1.28832736649421
2063 2063_0 0.0208959991542171
2063 2063_1 0.0218726028612316
2064 2064_0 -1.34092666740201
2064 2064_1 -1.86520606484031
2065 2065_0 -1.31550747375771
2065 2065_1 -0.859536695819264
2066 2066_0 -0.849717782643396
2066 2066_1 0.0612947177560899
2067 2067_0 -2.04933703935108
2067 2067_1 -1.70424985640119
2068 2068_0 -1.353382923704
2068 2068_1 -1.12114500675191
2069 2069_0 -1.44455169015865
2069 2069_1 -1.35684591874434
207 207_0 -1.63571740061121
207 207_1 -2.74916599835918
2070 2070_0 -0.441225683648605
2070 2070_1 -1.4991119846445
2071 2071_0 -0.342732121590921
2071 2071_1 -0.761866324697823
2072 2072_0 -1.15368352043208
2072 2072_1 -0.567703273022233
2073 2073_0 -0.780051821959037
2073 2073_1 -0.497107912078773
2074 2074_0 -0.963788526443432
2074 2074_1 -1.61099486230886
2075 2075_0 -1.60043293431751
2075 2075_1 -2.59960495452719
2076 2076_0 -0.691469611531806
2076 2076_1 -0.800811387259059
2077 2077_0 -0.311705281860488
2077 2077_1 0.800363182993526
2078 2078_0 1.55591007650253
2078 2078_1 0.775332128121649
2079 2079_0 -1.8738821328938
2079 2079_1 -1.22752171883972
208 208_0 -0.583757286241815
208 208_1 -0.83222407524847
2080 2080_0 -1.59030298940004
2080 2080_1 -0.505962978991546
2081 2081_0 -1.14083093324175
2081 2081_1 -0.205140273948784
2082 2082_0 -1.06961290193103
2082 2082_1 -0.580112178837341
2083 2083_0 0.133837187324573
2083 2083_1 0.234857013605999
2084 2084_0 -0.938604374662331
2084 2084_1 0.983690483810573
2085 2085_0 -2.17783724799402
2085 2085_1 -1.37450625149992
2086 2086_0 -0.71794538858507
2086 2086_1 0.271859691219156
2087 2087_0 -3.16942405537183
2087 2087_1 -2.98708139911832
2088 2088_0 0.0776195350474357
2088 2088_1 -0.535558794008079
2089 2089_0 -2.24810064611814
2089 2089_1 -1.68142386749012
209 209_0 -1.49010602751691
209 209_1 -0.704012542168873
2090 2090_0 -1.15533512986206
2090 2090_1 -1.05732983755546
2091 2091_0 -2.51108610648526
2091 2091_1 -1.49382771761668
2092 2092_0 -1.67223926434964
2092 2092_1 -1.35119667272287
2093 2093_0 -1.14245734142616
2093 2093_1 -1.48942508015637
2094 2094_0 -0.859961466096281
2094 2094_1 0.899294136711391
2095 2095_0 -0.339950074232131
2095 2095_1 -1.62690303110155
2096 2096_0 -2.80120883050711
2096 2096_1 -2.01070296132513
2097 2097_0 -0.883628764305079
2097 2097_1 -0.665019698231478
2098 2098_0 -0.037038081884576
2098 2098_1 -0.429764955540343
2099 2099_0 -2.21393031710576
2099 2099_1 -2.01148905629662
21 21_0 -1.60527167975005
21 21_1 -1.58228162779687
210 210_0 -1.63311989972073
210 210_1 -0.1951265044807
2100 2100_0 -1.4070797441862
2100 2100_1 -0.854208062231331
2101 2101_0 -2.29693480336871
2101 2101_1 -1.84467245370485
2102 2102_0 0.514840202421541
2102 2102_1 -0.72699589481589
2103 2103_0 -2.7947057372176
2103 2103_1 -3.58961506529737
2104 2104_0 -0.781061463172971
2104 2104_1 -0.637582580299476
2105 2105_0 -0.416845375790553
2105 2105_1 -0.0162548362411418
2106 2106_0 -2.61493056737028
2106 2106_1 -2.81562558081018
2107 2107_0 -1.82508850102556
2107 2107_1 -1.15077010538078
2108 2108_0 -0.756869954134288
2108 2108_1 0.35195946170033
2109 2109_0 -0.635465120307452
2109 2109_1 -0.981701032637851
211 211_0 -1.50572839955669
211 211_1 -0.882915593344294
2110 2110_0 -2.35413221548365
2110 2110_1 -3.22865972439058
2111 2111_0 -1.11307321554377
2111 2111_1 -0.832785947360999
2112 2112_0 -0.787016273230463
2112 2112_1 -1.5055521526524
2113 2113_0 -1.17468931512672
2113 2113_1 -0.542025149484608
2114 2114_0 -1.15517524381483
2114 2114_1 -1.27493521491969
2115 2115_0 -0.209832505716475
2115 2115_1 -0.407527021859261
2116 2116_0 -0.395589230163643
2116 2116_1 -0.430459889107568
2117 2117_0 -2.07793570617266
2117 2117_1 -1.70677380433704
2118 2118_0 -3.08245057882574
2118 2118_1 -3.08531083396533
2119 2119_0 -1.61895786340921
2119 2119_1 -1.47696462057056
212 212_0 0.616009105447797
212 212_1 0.960392140957596
2120 2120_0 -2.17829392799978
2120 2120_1 -2.23836232317549
2121 2121_0 -0.580841664444522
2121 2121_1 -0.603056868830203
2122 2122_0 -1.10033837088093
2122 2122_1 -1.52958172900618
2123 2123_0 -0.0359820445405451
2123 2123_1 -1.04533655942743
2124 2124_0 0.907014652636848
2124 2124_1 -0.56263950931827
2125 2125_0 -1.10844449124908
2125 2125_1 0.378524522018709
2126 2126_0 -0.920602392543575
2126 2126_1 -0.407811998082478
2127 2127_0 -0.057178524644127
